Email No.,sent,received,reply,important,spam,draft,sender,Prediction
Email 1949,0,0,0,0,0,0,0,1
Email 1950,0,0,0,0,0,0,0,0
Email 1951,0,0,0,0,0,0,0,0
Email 1952,0,0,0,0,0,0,0,1
Email 1953,1,0,0,0,0,0,0,0
Email 1954,0,0,0,0,0,0,0,1
Email 1955,0,0,0,0,0,0,0,0
Email 1956,0,0,0,0,0,0,0,0
Email 1957,1,0,0,0,0,0,0,1
Email 1958,0,0,0,0,0,0,0,0
Email 1959,0,0,0,0,0,0,0,0
Email 1960,0,0,0,0,0,0,0,1
Email 1961,0,0,0,0,0,0,0,0
Email 1962,0,0,0,0,0,0,0,0
Email 1963,0,0,0,0,0,0,0,0
Email 1964,0,0,0,0,0,0,0,0
Email 1965,0,0,0,0,0,0,0,0
Email 1966,0,0,0,0,0,0,0,1
Email 1967,0,0,0,0,0,0,0,0
Email 1968,0,0,0,0,0,0,0,1
Email 1969,0,0,0,0,0,0,0,0
Email 1970,0,0,0,0,0,0,0,1
Email 1971,0,0,0,0,0,0,0,0
Email 1972,0,0,0,0,0,0,0,0
Email 1973,0,0,0,0,0,0,0,1
Email 1974,0,0,0,0,0,0,0,0
Email 1975,0,0,0,0,0,0,0,0
Email 1976,0,0,0,0,0,0,0,0
Email 1977,0,0,0,0,0,0,0,0
Email 1978,0,1,0,0,0,0,0,0
Email 1979,0,0,0,0,0,0,0,0
Email 1980,0,0,0,0,0,0,0,0
Email 1981,1,0,2,0,1,0,0,1
Email 1982,0,0,0,0,0,0,0,0
Email 1983,0,0,0,0,0,0,0,0
Email 1984,0,0,0,0,0,0,0,0
Email 1985,0,0,0,0,0,0,0,1
Email 1986,0,0,0,0,0,0,0,1
Email 1987,0,0,0,0,0,0,0,0
Email 1988,0,0,0,0,0,0,0,0
Email 1989,0,0,0,0,0,0,0,0
Email 1990,0,0,0,0,0,0,0,0
Email 1991,0,0,0,0,0,0,0,0
Email 1992,0,0,0,0,0,0,0,0
Email 1993,0,0,0,0,0,0,0,1
Email 1994,0,0,0,0,0,0,0,0
Email 1995,0,0,0,0,0,0,0,0
Email 1996,1,0,2,0,1,0,0,1
Email 1997,1,0,2,0,0,0,0,0
Email 1998,0,0,0,0,0,0,0,0
Email 1999,0,0,0,0,0,0,0,0
Email 2000,0,0,0,0,0,0,0,1
Email 2001,0,0,0,0,0,0,0,0
Email 2002,0,0,0,0,0,0,0,1
Email 2003,0,0,0,0,0,0,0,0
Email 2004,0,0,0,0,0,0,0,0
Email 2005,0,0,0,0,0,0,0,0
Email 2006,0,0,0,0,0,0,0,1
Email 2007,1,0,0,0,0,0,0,0
Email 2008,0,0,0,0,0,0,0,0
Email 2009,0,0,0,0,0,0,0,0
Email 2010,0,0,0,0,0,0,0,0
Email 2011,0,0,0,0,0,0,0,0
Email 2012,0,0,0,0,0,0,0,0
Email 2013,0,0,0,0,0,0,0,0
Email 2014,2,1,0,0,0,0,0,1
Email 2015,0,0,0,0,0,0,0,0
Email 2016,0,1,0,0,0,0,0,0
Email 2017,0,0,0,0,0,0,0,0
Email 2018,0,0,0,0,0,0,0,1
Email 2019,0,0,0,0,0,0,0,0
Email 2020,0,0,0,0,0,0,0,0
Email 2021,0,0,0,0,0,0,0,1
Email 2022,0,0,0,0,0,0,0,0
Email 2023,0,0,0,0,0,0,0,0
Email 2024,0,0,0,1,0,0,0,1
Email 2025,1,0,0,0,0,0,0,0
Email 2026,1,0,2,0,1,0,0,1
Email 2027,0,0,0,0,0,0,0,0
Email 2028,0,0,0,0,0,0,0,1
Email 2029,0,0,0,0,0,0,0,0
Email 2030,3,0,0,0,0,0,0,1
Email 2031,0,0,0,0,0,0,0,0
Email 2032,0,0,0,0,0,0,0,0
Email 2033,0,0,0,0,0,0,0,0
Email 2034,0,0,0,0,0,0,0,0
Email 2035,0,0,0,0,0,0,0,0
Email 2036,0,0,0,0,0,0,0,0
Email 2037,0,0,0,0,0,0,0,0
Email 2038,0,0,0,0,0,0,0,0
Email 2039,0,0,0,0,0,0,0,0
Email 2040,0,0,0,0,0,0,0,1
Email 2041,0,0,0,0,0,0,0,0
Email 2042,0,0,0,0,0,0,0,1
Email 2043,0,0,0,0,0,0,0,0
Email 2044,0,0,0,0,0,0,0,0
Email 2045,2,0,0,0,0,0,0,1
Email 2046,0,0,0,0,0,0,0,0
Email 2047,0,0,0,0,0,0,0,1
Email 2048,0,0,0,0,0,0,0,0
Email 2049,0,0,0,0,0,0,0,0
Email 2050,0,0,0,0,0,0,0,0
Email 2051,0,0,0,0,0,0,0,1
Email 2052,0,0,0,0,0,0,0,1
Email 2053,0,0,0,0,0,0,0,0
Email 2054,0,0,0,0,0,0,0,0
Email 2055,0,0,2,0,0,0,0,1
Email 2056,0,0,0,0,0,0,0,0
Email 2057,0,0,0,0,0,0,0,0
Email 2058,0,0,0,0,0,0,0,0
Email 2059,0,0,0,0,0,0,0,0
Email 2060,1,0,0,1,0,0,0,1
Email 2061,0,0,0,0,0,0,0,0
Email 2062,0,0,0,0,0,0,0,0
Email 2063,0,0,0,0,0,0,0,0
Email 2064,1,0,0,0,0,1,0,1
Email 2065,0,0,0,0,0,0,0,0
Email 2066,1,0,0,0,0,0,0,0
Email 2067,0,0,0,0,0,0,0,0
Email 2068,0,0,0,0,0,0,0,0
Email 2069,0,0,0,0,0,0,0,0
Email 2070,0,0,0,0,0,0,0,0
Email 2071,0,0,0,0,0,0,0,1
Email 2072,0,0,0,0,0,0,0,0
Email 2073,0,0,0,0,0,0,0,1
Email 2074,0,0,0,0,0,0,0,0
Email 2075,0,0,0,0,0,0,0,1
Email 2076,0,0,0,0,0,0,0,0
Email 2077,0,0,0,0,0,0,0,0
Email 2078,0,0,0,0,0,0,0,1
Email 2079,0,0,0,0,0,0,0,0
Email 2080,0,0,1,0,0,0,0,0
Email 2081,0,0,0,0,0,0,0,1
Email 2082,0,0,0,0,0,0,0,0
Email 2083,0,0,0,0,0,0,0,1
Email 2084,0,0,1,0,0,0,0,0
Email 2085,0,0,0,0,0,0,0,0
Email 2086,0,0,0,0,0,0,0,0
Email 2087,0,0,0,0,0,0,0,1
Email 2088,0,0,0,0,0,0,0,0
Email 2089,0,0,0,0,0,0,0,0
Email 2090,0,0,0,0,0,0,0,0
Email 2091,0,0,0,0,0,0,0,0
Email 2092,0,0,0,0,0,0,0,1
Email 2093,0,0,0,0,0,0,0,0
Email 2094,0,0,0,0,0,0,0,1
Email 2095,0,0,0,0,0,0,0,0
Email 2096,0,0,0,0,0,0,0,0
Email 2097,0,0,0,0,0,0,0,1
Email 2098,0,0,0,0,0,0,0,0
Email 2099,0,0,0,0,0,0,0,0
Email 2100,0,0,0,0,0,0,0,0
Email 2101,0,0,0,0,0,0,0,0
Email 2102,0,0,0,0,0,0,0,0
Email 2103,0,0,0,0,0,0,0,0
Email 2104,0,0,0,0,0,0,0,0
Email 2105,0,0,0,0,0,0,0,1
Email 2106,0,0,0,0,0,0,0,0
Email 2107,0,0,0,0,0,0,0,0
Email 2108,0,0,0,0,0,0,0,0
Email 2109,0,0,0,0,0,0,0,0
Email 2110,0,0,0,0,0,0,0,1
Email 2111,1,0,0,0,0,0,0,1
Email 2112,0,0,0,0,0,0,0,0
Email 2113,0,0,0,0,0,0,0,0
Email 2114,0,0,0,0,0,0,0,0
Email 2115,0,0,0,0,1,0,0,1
Email 2116,0,0,0,0,0,0,0,0
Email 2117,0,0,0,0,0,0,0,1
Email 2118,0,0,0,0,0,0,0,0
Email 2119,0,0,0,0,0,0,0,0
Email 2120,0,0,0,0,0,0,0,1
Email 2121,0,0,0,0,0,0,0,0
Email 2122,1,0,0,1,0,0,0,1
Email 2123,0,0,0,0,0,0,0,1
Email 2124,0,0,0,0,0,0,0,0
Email 2125,0,0,0,0,0,0,0,0
Email 2126,0,0,0,0,0,0,0,0
Email 2127,0,0,0,0,0,0,0,1
Email 2128,0,0,0,0,0,0,0,0
Email 2129,0,0,0,0,0,0,0,0
Email 2130,0,0,0,0,0,0,0,0
Email 2131,0,0,0,0,0,0,0,0
Email 2132,0,0,0,0,0,0,0,1
Email 2133,0,0,0,0,0,0,0,0
Email 2134,0,0,0,0,0,0,0,0
Email 2135,0,0,0,0,0,0,0,0
Email 2136,0,0,0,0,0,0,0,0
Email 2137,0,0,0,0,0,0,0,0
Email 2138,0,0,0,0,0,0,0,0
Email 2139,0,0,0,0,0,0,0,0
Email 2140,0,0,0,0,0,0,0,1
Email 2141,0,0,0,0,0,0,0,0
Email 2142,0,0,0,0,0,0,0,0
Email 2143,0,0,0,0,0,0,0,0
Email 2144,0,0,0,0,0,0,0,1
Email 2145,1,0,0,0,0,0,0,0
Email 2146,0,0,0,0,0,0,0,1
Email 2147,0,0,0,0,0,0,0,0
Email 2148,0,0,0,0,0,0,0,1
Email 2149,0,0,0,0,0,0,0,0
Email 2150,0,0,0,0,0,0,0,0
Email 2151,0,0,0,1,0,0,0,0
Email 2152,0,0,0,0,0,0,0,0
Email 2153,0,0,0,0,0,0,0,1
Email 2154,0,0,0,0,0,0,0,0
Email 2155,0,0,0,0,0,0,0,0
Email 2156,0,0,0,0,0,0,0,0
Email 2157,1,0,0,0,0,0,0,0
Email 2158,0,0,0,0,0,0,0,1
Email 2159,0,0,0,0,0,0,0,0
Email 2160,0,0,0,0,0,0,0,0
Email 2161,0,0,1,0,0,0,0,0
Email 2162,0,0,0,0,0,0,0,0
Email 2163,0,0,0,0,0,0,0,1
Email 2164,0,0,0,0,0,0,0,0
Email 2165,0,0,0,0,0,0,0,1
Email 2166,0,0,0,0,0,0,0,0
Email 2167,0,0,0,0,0,0,0,1
Email 2168,0,0,0,0,0,0,0,0
Email 2169,0,0,0,0,0,0,0,0
Email 2170,0,0,0,0,0,0,0,0
Email 2171,0,0,0,0,0,0,0,0
Email 2172,0,0,0,0,0,0,0,1
Email 2173,0,0,0,0,0,0,0,0
Email 2174,0,0,0,0,0,1,0,0
Email 2175,0,0,0,0,0,0,0,1
Email 2176,0,0,0,0,0,0,0,0
Email 2177,0,0,0,0,0,0,0,0
Email 2178,0,0,0,0,0,0,0,0
Email 2179,0,0,0,0,0,0,0,1
Email 2180,0,0,0,0,0,0,0,1
Email 2181,0,0,0,0,0,0,0,0
Email 2182,1,0,0,0,0,0,0,1
Email 2183,0,0,0,0,0,0,0,0
Email 2184,0,0,0,0,0,0,0,0
Email 2185,1,0,2,0,1,0,0,1
Email 2186,0,0,0,0,0,0,0,0
Email 2187,0,0,0,0,0,0,0,1
Email 2188,1,0,0,1,0,0,0,0
Email 2189,0,0,0,0,0,0,0,0
Email 2190,0,0,0,0,0,0,0,0
Email 2191,0,0,0,0,0,0,0,0
Email 2192,0,0,0,0,0,0,0,1
Email 2193,0,0,0,0,0,0,0,0
Email 2194,0,0,0,0,0,0,0,1
Email 2195,0,0,0,0,0,0,0,1
Email 2196,0,0,0,0,0,0,0,0
Email 2197,0,0,0,0,0,0,0,0
Email 2198,0,0,0,0,0,0,0,1
Email 2199,0,0,0,0,0,0,0,0
Email 2200,0,0,0,0,0,0,0,0
Email 2201,1,0,0,0,0,0,0,1
Email 2202,0,0,0,0,0,0,0,0
Email 2203,0,0,0,0,0,0,0,0
Email 2204,0,0,0,0,0,0,0,0
Email 2205,0,0,0,0,0,0,0,0
Email 2206,1,0,0,0,0,0,0,1
Email 2207,0,0,0,0,0,0,0,0
Email 2208,1,0,0,0,0,1,0,0
Email 2209,0,0,0,0,0,0,0,1
Email 2210,0,0,0,0,0,0,0,0
Email 2211,0,0,0,0,1,0,0,1
Email 2212,0,0,0,0,0,0,0,0
Email 2213,0,0,0,0,0,0,0,0
Email 2214,0,0,0,0,0,0,0,0
Email 2215,0,0,0,0,0,0,0,1
Email 2216,0,0,0,0,0,0,0,0
Email 2217,0,0,0,0,0,0,0,1
Email 2218,0,0,0,0,1,0,0,1
Email 2219,0,0,0,0,0,0,0,0
Email 2220,0,0,0,0,0,0,0,0
Email 2221,0,0,0,0,0,0,0,0
Email 2222,0,0,0,0,0,0,0,1
Email 2223,0,0,0,0,0,0,0,0
Email 2224,0,0,0,0,0,0,0,0
Email 2225,1,0,0,2,0,0,0,0
Email 2226,0,0,0,0,0,0,0,0
Email 2227,0,0,0,0,0,0,0,1
Email 2228,0,0,0,0,0,0,0,0
Email 2229,0,0,1,0,0,0,0,1
Email 2230,0,0,0,0,0,0,0,0
Email 2231,0,0,0,0,0,0,0,1
Email 2232,0,0,0,0,0,0,0,0
Email 2233,0,0,0,0,0,0,0,0
Email 2234,0,0,0,0,0,0,0,1
Email 2235,0,0,0,0,0,0,0,0
Email 2236,0,0,0,0,0,0,0,0
Email 2237,0,0,0,0,0,0,0,0
Email 2238,0,0,0,0,0,0,0,0
Email 2239,0,1,0,0,0,0,0,0
Email 2240,0,1,0,0,0,0,0,0
Email 2241,0,0,0,0,0,0,0,0
Email 2242,0,0,0,0,0,0,0,1
Email 2243,0,0,0,0,0,0,0,0
Email 2244,0,0,0,0,0,0,0,0
Email 2245,0,0,0,0,0,0,0,0
Email 2246,0,0,0,0,0,0,0,0
Email 2247,0,0,0,0,0,0,0,1
Email 2248,1,0,1,0,0,1,0,1
Email 2249,0,0,0,0,0,0,0,0
Email 2250,0,0,0,0,0,0,0,0
Email 2251,0,0,0,0,0,0,0,0
Email 2252,0,0,0,0,0,0,0,0
Email 2253,0,0,0,0,0,0,0,0
Email 2254,0,0,0,0,0,0,0,1
Email 2255,0,0,0,0,0,0,0,1
Email 2256,0,0,0,0,0,0,0,0
Email 2257,0,0,0,0,0,0,0,0
Email 2258,0,0,0,0,0,0,0,1
Email 2259,0,0,0,0,0,0,0,0
Email 2260,0,0,0,0,0,0,0,0
Email 2261,1,0,0,0,0,0,0,0
Email 2262,1,0,2,0,0,0,0,0
Email 2263,0,0,0,0,0,0,0,1
Email 2264,0,0,0,0,0,0,0,0
Email 2265,0,0,0,0,0,0,0,1
Email 2266,0,0,0,0,0,0,0,0
Email 2267,0,0,0,0,0,0,0,0
Email 2268,0,0,0,0,0,0,0,1
Email 2269,0,1,0,0,0,0,0,0
Email 2270,0,0,0,0,0,0,0,1
Email 2271,0,0,0,0,0,0,0,1
Email 2272,0,0,0,0,0,0,0,0
Email 2273,0,0,0,0,0,0,0,0
Email 2274,0,0,0,0,0,0,0,0
Email 2275,0,0,0,0,0,0,0,1
Email 2276,2,0,0,0,0,0,0,0
Email 2277,0,0,0,0,0,0,0,0
Email 2278,2,0,0,0,0,0,0,0
Email 2279,0,0,0,0,0,0,0,0
Email 2280,0,0,0,0,0,0,0,1
Email 2281,0,0,0,0,0,0,0,1
Email 2282,0,0,0,0,0,0,0,0
Email 2283,1,0,0,0,0,0,0,1
Email 2284,0,0,0,0,0,0,0,0
Email 2285,0,0,0,0,0,0,0,1
Email 2286,0,0,0,0,0,0,0,0
Email 2287,0,0,0,0,0,0,0,1
Email 2288,0,0,0,0,0,0,0,0
Email 2289,0,0,0,0,0,0,0,0
Email 2290,0,0,0,0,0,0,0,1
Email 2291,0,0,0,0,0,0,0,0
Email 2292,0,0,0,0,0,0,0,0
Email 2293,0,0,0,0,0,0,0,1
Email 2294,0,0,0,0,0,0,0,0
Email 2295,0,0,0,0,0,0,0,0
Email 2296,0,0,0,0,0,0,0,1
Email 2297,0,0,0,0,0,0,0,0
Email 2298,0,0,0,0,0,0,0,0
Email 2299,0,1,0,0,0,0,0,0
Email 2300,0,0,0,0,0,0,0,0
Email 2301,0,0,0,0,0,0,0,1
Email 2302,0,0,0,0,0,0,0,1
Email 2303,0,0,0,0,0,0,0,0
Email 2304,1,1,1,0,0,0,0,1
Email 2305,0,0,0,0,0,0,0,0
Email 2306,0,0,0,0,0,0,0,0
Email 2307,0,0,0,0,0,0,0,0
Email 2308,0,0,0,0,0,0,0,0
Email 2309,0,0,0,0,0,0,0,0
Email 2310,0,0,0,0,0,0,0,0
Email 2311,0,0,0,0,0,0,0,0
Email 2312,0,0,0,0,0,0,0,0
Email 2313,0,0,0,0,0,0,0,0
Email 2314,0,0,0,0,0,0,0,0
Email 2315,0,1,0,0,0,0,0,0
Email 2316,0,0,0,0,0,0,0,0
Email 2317,0,0,0,0,0,0,0,0
Email 2318,0,0,0,0,0,0,0,0
Email 2319,0,0,0,1,0,0,0,0
Email 2320,0,0,0,0,0,0,0,0
Email 2321,0,0,0,0,0,0,0,0
Email 2322,0,0,0,0,0,0,0,1
Email 2323,0,0,0,0,0,0,0,0
Email 2324,0,1,0,0,0,0,0,0
Email 2325,0,0,0,0,0,0,0,0
Email 2326,0,0,0,0,0,0,0,0
Email 2327,0,0,0,0,0,0,0,0
Email 2328,0,0,0,0,0,0,0,0
Email 2329,0,0,0,0,0,0,0,0
Email 2330,0,0,0,0,0,0,0,0
Email 2331,0,0,0,0,0,0,0,0
Email 2332,0,0,0,0,0,0,0,0
Email 2333,0,0,0,0,0,0,0,1
Email 2334,0,0,0,0,0,0,0,0
Email 2335,0,0,0,0,0,0,0,0
Email 2336,0,0,0,0,0,0,0,0
Email 2337,1,0,0,0,0,0,0,0
Email 2338,0,0,0,0,0,0,0,1
Email 2339,0,0,0,0,0,0,0,0
Email 2340,0,0,0,0,0,0,0,1
Email 2341,0,0,0,0,0,0,0,0
Email 2342,0,0,0,1,0,0,0,0
Email 2343,1,0,0,0,0,0,0,0
Email 2344,1,0,0,0,0,0,0,0
Email 2345,0,0,0,0,0,0,0,0
Email 2346,0,0,0,0,0,0,0,0
Email 2347,0,0,0,0,0,0,0,1
Email 2348,0,0,0,0,0,0,0,1
Email 2349,0,0,0,0,0,0,0,0
Email 2350,1,0,0,0,0,0,0,0
Email 2351,1,0,0,0,0,0,0,0
Email 2352,0,1,0,1,0,0,0,0
Email 2353,0,0,0,0,0,0,0,1
Email 2354,0,0,0,0,0,0,0,1
Email 2355,0,0,0,0,0,0,0,0
Email 2356,0,0,0,0,0,0,0,0
Email 2357,0,1,0,0,0,0,1,0
Email 2358,0,0,0,0,0,0,0,1
Email 2359,0,0,0,0,0,0,0,0
Email 2360,0,0,0,0,0,0,0,0
Email 2361,0,0,0,0,0,0,0,0
Email 2362,0,0,0,0,0,0,0,1
Email 2363,0,0,0,0,0,0,0,0
Email 2364,0,0,0,0,0,0,0,1
Email 2365,0,0,0,0,0,0,0,1
Email 2366,0,0,0,0,0,0,0,0
Email 2367,0,0,0,0,0,0,0,1
Email 2368,0,0,0,0,0,0,0,0
Email 2369,0,0,0,0,0,0,0,0
Email 2370,0,0,0,0,0,0,0,0
Email 2371,0,0,0,0,0,0,0,1
Email 2372,0,0,0,0,0,0,0,0
Email 2373,0,0,0,0,0,1,0,0
Email 2374,0,0,0,0,0,0,0,1
Email 2375,0,0,0,0,0,0,0,0
Email 2376,0,0,0,0,0,0,0,0
Email 2377,0,0,0,0,0,0,0,1
Email 2378,0,0,0,0,0,0,0,0
Email 2379,0,0,0,0,0,0,0,0
Email 2380,0,0,0,0,0,0,0,0
Email 2381,0,0,0,0,0,0,0,1
Email 2382,0,0,0,0,0,0,0,0
Email 2383,0,0,0,0,0,0,0,0
Email 2384,0,0,0,0,0,1,0,0
Email 2385,0,0,0,0,0,0,0,0
Email 2386,0,0,0,0,0,0,0,0
Email 2387,0,0,0,0,0,0,0,0
Email 2388,1,0,0,0,0,0,0,0
Email 2389,2,0,0,0,0,0,0,0
Email 2390,0,0,0,0,0,0,0,0
Email 2391,0,0,0,0,0,0,0,1
Email 2392,0,0,0,0,0,0,0,0
Email 2393,0,0,0,0,0,0,0,0
Email 2394,0,0,0,0,0,0,0,0
Email 2395,0,0,0,0,0,1,0,0
Email 2396,0,0,0,0,0,0,0,0
Email 2397,0,0,0,0,0,0,0,0
Email 2398,0,0,0,0,0,0,0,1
Email 2399,0,0,0,0,0,0,0,1
Email 2400,0,0,0,0,0,0,0,0
Email 2401,2,0,0,0,0,0,0,0
Email 2402,0,0,0,0,0,0,0,0
Email 2403,0,0,0,0,0,0,0,1
Email 2404,0,0,0,0,0,0,0,0
Email 2405,0,0,0,0,0,0,0,0
Email 2406,0,0,0,0,0,0,0,1
Email 2407,0,0,0,0,0,1,0,0
Email 2408,0,0,0,0,0,0,0,1
Email 2409,0,0,0,0,0,0,0,0
Email 2410,1,0,2,0,1,0,0,1
Email 2411,1,0,0,0,0,0,0,0
Email 2412,0,0,0,0,0,0,0,0
Email 2413,0,0,0,0,0,0,0,0
Email 2414,0,0,0,0,0,0,0,0
Email 2415,0,0,0,0,0,0,0,0
Email 2416,0,0,1,0,0,0,0,1
Email 2417,0,0,0,0,0,0,0,1
Email 2418,0,0,0,0,0,0,0,0
Email 2419,0,0,0,0,0,0,0,0
Email 2420,0,0,0,0,0,0,0,0
Email 2421,0,0,0,0,0,0,0,1
Email 2422,0,0,0,0,0,0,0,0
Email 2423,1,0,0,0,0,0,0,1
Email 2424,0,0,0,0,0,0,0,0
Email 2425,0,0,0,0,0,0,0,0
Email 2426,0,1,0,0,0,0,0,0
Email 2427,0,0,0,0,0,0,0,0
Email 2428,0,0,0,0,0,0,0,0
Email 2429,0,1,0,0,0,0,0,0
Email 2430,0,0,0,0,0,0,0,1
Email 2431,0,0,0,0,0,0,0,0
Email 2432,0,0,0,0,0,0,0,0
Email 2433,0,0,0,0,0,0,0,1
Email 2434,0,0,0,0,0,0,0,0
Email 2435,0,0,0,0,0,0,0,1
Email 2436,0,0,0,0,0,0,0,0
Email 2437,0,0,0,0,0,1,0,1
Email 2438,0,0,0,0,0,0,0,0
Email 2439,0,0,0,0,0,0,0,0
Email 2440,0,0,0,0,0,0,0,0
Email 2441,0,1,0,0,0,0,0,0
Email 2442,1,0,0,0,0,0,0,1
Email 2443,0,0,0,0,0,0,0,0
Email 2444,0,0,0,0,0,0,0,0
Email 2445,0,0,0,0,0,0,0,0
Email 2446,0,0,0,0,0,0,0,0
Email 2447,0,0,0,0,0,0,0,1
Email 2448,0,0,0,0,0,0,0,0
Email 2449,0,1,0,0,0,0,0,0
Email 2450,0,0,0,0,0,0,0,0
Email 2451,0,0,0,0,0,0,0,0
Email 2452,0,0,0,0,0,0,0,1
Email 2453,0,0,0,0,0,0,0,0
Email 2454,0,0,0,0,0,0,0,0
Email 2455,0,0,0,0,0,0,0,1
Email 2456,0,0,0,0,0,0,0,0
Email 2457,0,1,0,0,0,0,0,0
Email 2458,0,0,0,0,0,0,0,1
Email 2459,0,0,0,0,0,0,0,0
Email 2460,0,0,0,0,0,0,0,0
Email 2461,0,0,0,0,0,0,0,0
Email 2462,0,0,0,0,0,0,0,1
Email 2463,0,0,0,0,0,0,0,0
Email 2464,0,0,0,0,0,0,0,0
Email 2465,0,0,0,0,0,0,0,0
Email 2466,0,0,0,0,0,0,0,1
Email 2467,0,1,0,0,0,0,0,0
Email 2468,0,0,0,0,0,0,0,1
Email 2469,0,0,0,0,0,0,0,0
Email 2470,0,0,0,0,0,0,0,0
Email 2471,2,0,0,0,0,0,0,0
Email 2472,0,0,0,0,0,0,0,1
Email 2473,0,0,0,0,0,0,0,0
Email 2474,0,0,0,0,0,0,0,0
Email 2475,1,0,0,0,0,0,0,1
Email 2476,0,0,0,0,0,0,0,0
Email 2477,0,0,0,0,0,0,0,0
Email 2478,0,0,0,0,0,0,0,0
Email 2479,0,0,0,0,0,0,0,0
Email 2480,0,0,0,0,0,0,0,1
Email 2481,0,0,0,0,0,0,0,0
Email 2482,0,0,0,0,0,0,0,0
Email 2483,0,0,0,0,0,0,0,1
Email 2484,4,0,0,0,0,0,0,1
Email 2485,0,0,0,0,0,0,0,0
Email 2486,0,0,0,0,0,0,0,0
Email 2487,0,0,0,0,0,0,0,0
Email 2488,0,0,0,0,0,0,0,1
Email 2489,0,0,0,0,0,0,0,0
Email 2490,0,0,0,0,0,0,0,1
Email 2491,0,0,0,0,0,0,0,1
Email 2492,0,0,0,0,0,0,0,0
Email 2493,0,0,0,0,0,0,0,0
Email 2494,0,0,0,0,0,1,0,0
Email 2495,0,0,0,0,0,0,0,1
Email 2496,0,0,0,0,0,0,0,0
Email 2497,0,0,0,0,0,0,0,0
Email 2498,0,0,0,0,0,0,0,1
Email 2499,0,0,0,0,0,0,0,0
Email 2500,0,0,1,0,0,0,0,1
Email 2501,0,0,0,0,0,0,0,0
Email 2502,0,0,0,0,0,1,0,0
Email 2503,0,0,0,0,0,0,0,0
Email 2504,0,0,0,0,0,0,0,0
Email 2505,0,0,0,0,0,0,0,1
Email 2506,0,0,0,0,0,0,0,0
Email 2507,0,0,0,0,0,0,0,0
Email 2508,0,1,0,0,0,0,0,1
Email 2509,0,0,0,0,0,0,0,0
Email 2510,0,0,0,0,0,0,0,0
Email 2511,0,0,0,0,0,0,0,1
Email 2512,0,0,0,0,0,0,0,1
Email 2513,0,0,0,0,0,0,0,0
Email 2514,0,0,0,0,0,0,0,1
Email 2515,1,0,0,0,0,0,0,0
Email 2516,0,0,0,0,0,0,0,0
Email 2517,0,0,0,0,0,0,0,0
Email 2518,0,0,0,0,0,0,0,1
Email 2519,1,0,1,0,0,0,0,0
Email 2520,0,0,0,0,0,0,0,1
Email 2521,0,0,0,0,0,0,0,0
Email 2522,0,0,0,0,0,0,0,1
Email 2523,0,0,0,0,0,0,0,0
Email 2524,0,0,0,0,0,0,0,0
Email 2525,0,0,0,0,0,0,0,0
Email 2526,0,0,0,0,0,0,0,1
Email 2527,0,0,0,0,0,0,0,0
Email 2528,0,0,0,0,0,0,0,0
Email 2529,0,0,0,0,0,0,0,1
Email 2530,0,0,0,0,0,0,0,1
Email 2531,0,0,0,0,0,0,0,0
Email 2532,0,0,0,0,0,0,0,0
Email 2533,0,0,0,0,0,0,0,0
Email 2534,0,0,0,0,0,0,0,0
Email 2535,1,0,0,0,0,0,0,0
Email 2536,0,0,0,0,0,0,0,0
Email 2537,0,0,0,0,0,0,0,0
Email 2538,1,0,0,0,0,0,0,0
Email 2539,0,0,0,0,0,0,0,1
Email 2540,1,0,2,0,1,0,0,1
Email 2541,1,0,0,0,0,0,0,0
Email 2542,0,0,0,0,0,0,0,0
Email 2543,0,0,0,0,0,0,0,0
Email 2544,0,0,0,0,0,0,0,0
Email 2545,0,0,0,0,0,0,0,0
Email 2546,0,0,0,0,0,0,0,0
Email 2547,0,0,0,0,0,0,0,0
Email 2548,0,0,0,0,0,0,0,0
Email 2549,0,0,0,0,0,0,0,1
Email 2550,0,0,0,0,0,0,0,0
Email 2551,0,0,0,0,0,0,0,0
Email 2552,0,0,0,0,0,0,0,1
Email 2553,0,0,0,0,0,0,0,0
Email 2554,0,0,0,0,0,0,0,1
Email 2555,0,0,0,0,0,0,0,1
Email 2556,1,0,0,0,0,1,0,0
Email 2557,0,0,1,0,0,0,0,1
Email 2558,0,0,0,0,0,1,0,0
Email 2559,1,0,0,0,0,0,0,0
Email 2560,0,0,0,0,0,0,0,0
Email 2561,1,0,0,0,0,1,0,0
Email 2562,0,0,0,0,0,0,0,1
Email 2563,0,0,0,0,0,1,0,0
Email 2564,1,0,0,0,0,0,0,0
Email 2565,0,0,0,0,0,0,0,0
Email 2566,3,0,0,0,0,0,0,1
Email 2567,0,0,0,0,0,0,0,0
Email 2568,0,0,0,0,0,0,0,1
Email 2569,0,0,0,0,0,0,0,0
Email 2570,0,0,0,0,0,0,0,1
Email 2571,0,0,0,0,0,0,0,0
Email 2572,0,0,0,0,0,0,0,0
Email 2573,0,0,0,0,0,2,0,0
Email 2574,0,0,0,0,0,0,0,0
Email 2575,0,0,0,0,0,0,0,1
Email 2576,0,0,0,0,0,0,0,0
Email 2577,1,0,0,0,0,0,0,0
Email 2578,0,0,0,0,0,0,0,0
Email 2579,0,0,0,0,0,0,0,0
Email 2580,0,0,0,0,0,0,0,1
Email 2581,0,0,0,0,0,0,0,1
Email 2582,0,0,0,0,0,0,0,0
Email 2583,0,0,0,0,0,0,0,1
